Entry,Catalyst,SMILES,Activity (g/gCr h),Productivity (g/gCr h),TOF,SC6 (wt%),S1-C6 (wt%),SC8 (wt%),S1-C8 (wt%),1-C6 in C6 (%),1-C8 in C8 (%),"Sα (1-C6 + 1-C8, wt%)",Solids (wt%),Temperature (℃),Pressure,Cr(III),Cr source,Ligand,Solvent,Solvent (ml),Activator,Activator (eq),Time (min),PE (wt%),DOI
,,CC(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,67200,,,21.7,16.6005,72.7,71.973,76.5,99,88.5735,,60,40bar,5,Cr(CO)4,1,methylcyclohexane,90,iBu3Al,100,30,0.8,10.1021/om0701975
,,CCCCCCCCCCSCCSCCSCCCCCCCCCC,,6330,,71.8,71.3692,,,99.4,,,,80,40bar,10,CrCl3(THF)3,1,toluene,100,MMAO,300,30,1,10.1039/b716078j
,,CCCCCCCCCCSCCOCCSCCCCCCCCCC,,4590,,-,,,,-,,,,80,40bar,30,CrCl3(THF)3,1,methylcyclohexane,80,MMAO,300,30,-,10.1039/b716078j
,,CCCCSCC(C)(CSCCCC)CSCCCC,,62178,,-,,,,-,,,,80,40bar,30,CrCl3(THF)3,1,methylcyclohexane,80,MMAO,300,30,-,10.1039/b716078j
,,CCCCCCCCCCSCC(C)(CSCCCCCCCCCC)CSCCCCCCCCCC,,17654,,-,,,,-,,,,80,40bar,30,CrCl3(THF)3,1,methylcyclohexane,80,MMAO,300,30,-,10.1039/b716078j
,,CCCCCCCCCCN1CCNCCNCC1,,11608,,15.7,14.5696,,,92.8,,,,90,40bar,10,CrCl3(THF)3,1,toluene,100,MMAO,300,30,8.4,10.1039/b716078j
,,CCCCCCCCCCN1CCN(CCCCCCCCCC)CCN(CCCCCCCCCC)CC1,,6336,,14.9,13.3504,,,89.6,,,,90,40bar,10,CrCl3(THF)3,1,toluene,100,MMAO,300,30,10.6,10.1039/b716078j
a,,[H]N1C=CC=C1/C=N/CCNC1=CC=CC=C1,,,47000h-1,16.2,14.4018,4.6,3.3994,88.9,73.9,17.8012,,80,20bar,10,CrCl3(THF)3,1,toluene,40,MAO,300,15,4.4,10.1039/c5dt02025e
a,,[H]N1C=CC=C1/C=N/CCNC1=CC=CC=C1,,,75700h-1,20.1,19.5372,4.7,4.4415,97.2,94.5,23.9787,,80,20bar,10,CrCl3(THF)3,1,toluene,40,MAO,500,15,2.4,10.1039/c5dt02025e
a,,[H]N1C=CC=C1/C=N/CCNC1=CC=CC=C1,,,62500h-1,18.2,17.8724,17.7,16.0893,98.2,90.9,33.9617,,80,20bar,10,CrCl3(THF)3,1,toluene,40,MAO,1000,15,19.4,10.1039/c5dt02025e
a,,[H]N1C=CC=C1/C=N/CCNC1=CC=CC=C1,,,7100h-1,25.7,22.8473,9.7,7.2847,88.9,75.1,30.132,,100,20bar,10,CrCl3(THF)3,1,toluene,40,MAO,300,15,20.6,10.1039/c5dt02025e
a,,[H]N1C=CC=C1/C=N/CCNC1=CC=CC=C1,,,25000h-1,17,14.756,5.1,3.825,86.8,75,18.581,,80,20bar,10,CrCl3(THF)3,1,toluene,40,MAO,300,30,8.3,10.1039/c5dt02025e
a,,[H]N1C=CC=C1/C=N/CCNC1=CC=CC=C1,,,17300h-1,15.9,13.1334,5.7,4.2009,82.6,73.7,17.3343,,80,20bar,10,CrCl3(THF)3,1,toluene,40,MAO,300,45,10.5,10.1039/c5dt02025e
a,,[H]N1C=CC=C1/C=N/CCNC1=CC=CC=C1,,,-,-,-,-,-,-,-,-,,80,20bar,10,CrCl3(THF)3,1,toluene,40,TMA-depleted methylaluminoxane,1000,15,100,10.1039/c5dt02025e
b,,[H]N1C(/C=N/CCNC2=CC=CC=C2)=CC=C1C(C)(C)C,,,3300h-1,22.3,17.394,19.4,12.028,78,62,29.422,,80,20bar,10,CrCl3(THF)3,1,toluene,40,MAO,300,15,73,10.1039/c5dt02025e
b,,[H]N1C(/C=N/CCNC2=CC=CC=C2)=CC=C1C(C)(C)C,,,73500h-1,22.4,19.1968,5.6,5.0792,85.7,90.7,24.276,,80,20bar,10,CrCl3(THF)3,1,toluene,40,MAO,500,15,2.4,10.1039/c5dt02025e
b,,[H]N1C(/C=N/CCNC2=CC=CC=C2)=CC=C1C(C)(C)C,,,43500h-1,17.6,17.0544,17.5,15.47,96.9,88.4,32.5244,,80,20bar,10,CrCl3(THF)3,1,toluene,40,MAO,1000,15,23.8,10.1039/c5dt02025e
c,,[H]N1C=CC=C1/C=N/CCOC1=CC=CC=C1,,,57000h-1,16.7,16.1656,5.4,4.158,96.8,77,20.3236,,80,20bar,10,CrCl3(THF)3,1,toluene,40,MAO,300,15,7,10.1039/c5dt02025e
,,[H]N1C=CC=C1/C=N/CCOC1=CC=CC=C1,,,,,,,,,,,,,,,,,,,"catalyst 
precursor",,,,10.1002/cctc.201900898
,,CC(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,26000,,,,10.5,,68,,,,,45,45bar,0.2,CrCl3(THF)3,1,methylcyclohexane,20,TEA,20,30,1.3,10.1002/cctc.201900898
,,CCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCC)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CCC1,84000,,,,14.3,,70.3,,,,,45,45bar,0.2,CrCl3(THF)3,1,methylcyclohexane,20,TEA,20,30,1,10.1002/cctc.201900898
,,CCCC[Si](CCCC)(CCCC)C1=CC=C(P(C2=CC=C([Si](CCCC)(CCCC)CCCC)C=C2)N(C(C)C)P(C2=CC=C([Si](CCCC)(CCCC)CCCC)C=C2)C2=CC=C([Si](CCCC)(CCCC)CCCC)C=C2)C=C1,6310000,,,,34.5,,45.1,,,,,24-98,45bar,0.2,CrCl3(THF)3,1,methylcyclohexane,20,[CrCl2(NCCH3)4] +[B(C6F5)4]–,20,15,0.03,10.1002/cctc.201900898
,,CCCC[Si](CCCC)(CCCC)C1=CC=C(P(C2=CC=C([Si](CCCC)(CCCC)CCCC)C=C2)N(C(C)C)P(C2=CC=C([Si](CCCC)(CCCC)CCCC)C=C2)C2=CC=C([Si](CCCC)(CCCC)CCCC)C=C2)C=C1,5400000,,,,32.4,,49.5,,,,,24-90,45bar,0.2,CrCl3(THF)3,1,methylcyclohexane,20,[CrCl2(NCCH3)4] +[B(C6F5)4]–,20,15,0.04,10.1002/cctc.201900898
,,CCCC[Si](CCCC)(CCCC)C1=CC=C(P(C2=CC=C([Si](CCCC)(CCCC)CCCC)C=C2)N(C(C)C)P(C2=CC=C([Si](CCCC)(CCCC)CCCC)C=C2)C2=CC=C([Si](CCCC)(CCCC)CCCC)C=C2)C=C1,4420000,,,,25.7,,52.8,,,,,28-75,45bar,0.2,CrCl3(THF)3,1,methylcyclohexane,20,[CrCl2(NCCH3)4] +[B(C6F5)4]–,20,30,0.03,10.1002/cctc.201900898
,,CCCC[Si](CCCC)(CCCC)C1=CC=C(P(C2=CC=C([Si](CCCC)(CCCC)CCCC)C=C2)N(C(C)C)P(C2=CC=C([Si](CCCC)(CCCC)CCCC)C=C2)C2=CC=C([Si](CCCC)(CCCC)CCCC)C=C2)C=C1,3640000,,,,15.9,,67,,,,,26-60,45bar,0.2,CrCl3(THF)3,1,methylcyclohexane,20,[CrCl2(NCCH3)4] +[B(C6F5)4]–,20,30,0.03,10.1002/cctc.201900898
