Entry,Catalyst,SMILES,Activity (g/gCr h),Productivity (g/gCr h),TOF,SC6 (wt%),S1-C6 (wt%),SC8 (wt%),S1-C8 (wt%),1-C6 in C6 (%),1-C8 in C8 (%),"Sα (1-C6 + 1-C8, wt%)",Solids (wt%),Temperature (℃),Pressure,Cr(III),Cr source,Ligand,Solvent,Solvent (ml),Activator,Activator (eq),Time (min),PE (wt%),DOI
1,,FC1=CC=CC=C1P(C1=CC=CC=C1F)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,95000,,,32.2,32.0068,45.2,44.6124,99.4,98.7,76.6192,,50,1MPa,2.4,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,0.2,10.1016/j.fuel.2024.132648
,,FC1=CC=CC=C1P(C1=CC=CC=C1F)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,62000,,,25.1,24.8741,52.6,52.337,99.1,99.5,77.2111,,30,1MPa,2.4,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,0.5,10.1016/j.fuel.2024.132648
,,FC1=CC=CC=C1P(C1=CC=CC=C1F)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,95000,,,32.2,32.0068,45.2,44.6124,99.4,98.7,76.6192,,50,1MPa,2.4,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,0.2,10.1016/j.fuel.2024.132648
,,FC1=CC=CC=C1P(C1=CC=CC=C1F)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,107000,,,44.5,44.1885,30.3,30.0576,99.3,99.2,74.2461,,70,1MPa,2.4,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,0.2,10.1016/j.fuel.2024.132648
,,FC1=CC=CC=C1P(C1=CC=CC=C1F)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,60000,,,55.3,54.8576,26.1,25.8129,99.2,98.9,80.6705,,90,1MPa,2.4,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,0.3,10.1016/j.fuel.2024.132648
,,FC1=CC=CC=C1P(C1=CC=CC=C1F)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,28000,,,63.7,62.8719,22.4,21.9296,98.7,97.9,84.8015,,110,1MPa,2.4,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,0.3,10.1016/j.fuel.2024.132648
,,FC1=CC=CC=C1P(C1=CC=CC=C1F)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,2000,,,15.5,15.066,50.7,49.3311,97.2,97.3,64.3971,,50,1MPa,0.6,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,2.4,10.1016/j.fuel.2024.132648
,,FC1=CC=CC=C1P(C1=CC=CC=C1F)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,29000,,,24.7,24.3789,61.3,60.687,98.7,99,85.0659,,50,1MPa,1.2,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,0.5,10.1016/j.fuel.2024.132648
,,FC1=CC=CC=C1P(C1=CC=CC=C1F)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,95000,,,32.2,32.0068,45.2,44.6124,99.4,98.7,76.6192,,50,1MPa,2.4,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,0.2,10.1016/j.fuel.2024.132648
,,FC1=CC=CC=C1P(C1=CC=CC=C1F)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,69000,,,36.8,36.5056,31.8,31.4502,99.2,98.9,67.9558,,50,1MPa,4.8,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,0.1,10.1016/j.fuel.2024.132648
,,FC1=CC=CC=C1P(C1=CC=CC=C1F)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,34000,,,35.3,34.9117,29.2,28.8204,98.9,98.7,63.7321,,50,1MPa,9.6,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,0.1,10.1016/j.fuel.2024.132648
,,FC1=CC=CC=C1P(C1=CC=CC=C1F)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,95000,,,32.2,32.0068,45.2,44.6124,99.4,98.7,76.6192,,50,1MPa,2.4,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,0.2,10.1016/j.fuel.2024.132648
,,FC1=CC=CC=C1P(C1=CC=CC=C1F)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,121000,,,42.9,42.471,30.1,29.7388,99,98.8,72.2098,,50,1MPa,2.4,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,1000,30,0.1,10.1016/j.fuel.2024.132648
,,FC1=CC=CC=C1P(C1=CC=CC=C1F)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,166000,,,38.1,37.7571,27.8,27.4664,99.1,98.8,65.2235,,50,1MPa,2.4,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,1500,30,0.3,10.1016/j.fuel.2024.132648
,,FC1=CC=CC=C1P(C1=CC=CC=C1F)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,128000,,,37,36.704,31.4,31.086,99.2,99,67.79,,50,1MPa,2.4,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,2000,30,0.2,10.1016/j.fuel.2024.132648
,,FC1=CC=CC=C1P(C1=CC=CC=C1F)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,116000,,,36.4,36.036,32.4,32.0436,99,98.9,68.0796,,50,1MPa,2.4,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,2500,30,0.4,10.1016/j.fuel.2024.132648
,,FC1=CC=CC=C1P(C1=CC=CC=C1F)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,2631000,,,10.2,10.1184,66.4,65.736,99.2,99,75.8544,,50,5MPa,1.2,CrCl3(THF)3,1,methylcyclohexane,200,MMAO-3A,1000,30,0.2,10.1016/j.fuel.2024.132648
,,FC1=CC=CC=C1P(C1=CC=CC=C1F)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,944000,,,32.5,32.0775,44.6,44.2432,98.7,99.2,76.3207,,100,5MPa,1.2,CrCl3(THF)3,1,methylcyclohexane,200,MMAO-3A,1000,30,2.1,10.1016/j.fuel.2024.132648
2,,CCP(CC)N(C1CCCC1)P(C1=CC=CC=C1F)C1=CC=CC=C1F,111000,,,44.6,44.2878,28.3,27.9321,99.3,98.7,72.2199,,50,1MPa,2.4,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,0.4,10.1016/j.fuel.2024.132648
,,CCP(CC)N(C1CCCC1)P(C1=CC=CC=C1F)C1=CC=CC=C1F,45000,,,34.6,34.1848,46.8,46.1916,98.8,98.7,80.3764,,30,1MPa,2.4,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,1.1,10.1016/j.fuel.2024.132648
,,CCP(CC)N(C1CCCC1)P(C1=CC=CC=C1F)C1=CC=CC=C1F,111000,,,44.6,44.2878,28.3,27.9321,99.3,98.7,72.2199,,50,1MPa,2.4,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,0.4,10.1016/j.fuel.2024.132648
,,CCP(CC)N(C1CCCC1)P(C1=CC=CC=C1F)C1=CC=CC=C1F,86000,,,54.4,53.9648,24.8,24.4776,99.2,98.7,78.4424,,70,1MPa,2.4,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,0.5,10.1016/j.fuel.2024.132648
,,CCP(CC)N(C1CCCC1)P(C1=CC=CC=C1F)C1=CC=CC=C1F,61000,,,63,62.307,19.4,19.109,98.9,98.5,81.416,,90,1MPa,2.4,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,0.5,10.1016/j.fuel.2024.132648
,,CCP(CC)N(C1CCCC1)P(C1=CC=CC=C1F)C1=CC=CC=C1F,24000,,,73.9,72.422,14.6,14.308,98,98,86.73,,110,1MPa,2.4,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,0.6,10.1016/j.fuel.2024.132648
,,CCP(CC)N(C1CCCC1)P(C1=CC=CC=C1F)C1=CC=CC=C1F,1000,,,0,0,0,0,0,0,0,,50,1MPa,0.6,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,3.3,10.1016/j.fuel.2024.132648
,,CCP(CC)N(C1CCCC1)P(C1=CC=CC=C1F)C1=CC=CC=C1F,12000,,,31.6,31.0312,54.8,53.8684,98.2,98.3,84.8996,,50,1MPa,1.2,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,1,10.1016/j.fuel.2024.132648
,,CCP(CC)N(C1CCCC1)P(C1=CC=CC=C1F)C1=CC=CC=C1F,111000,,,44.6,44.2878,28.3,27.9321,99.3,98.7,72.2199,,50,1MPa,2.4,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,0.4,10.1016/j.fuel.2024.132648
,,CCP(CC)N(C1CCCC1)P(C1=CC=CC=C1F)C1=CC=CC=C1F,51000,,,49.2,48.6588,24.9,24.6012,98.9,98.8,73.26,,50,1MPa,4.8,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,0.6,10.1016/j.fuel.2024.132648
,,CCP(CC)N(C1CCCC1)P(C1=CC=CC=C1F)C1=CC=CC=C1F,35000,,,46.7,46.0929,24.1,23.7385,98.7,98.5,69.8314,,50,1MPa,9.6,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,0.7,10.1016/j.fuel.2024.132648
,,CCP(CC)N(C1CCCC1)P(C1=CC=CC=C1F)C1=CC=CC=C1F,111000,,,44.6,44.2878,28.3,27.9321,99.3,98.7,72.2199,,50,1MPa,2.4,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,0.4,10.1016/j.fuel.2024.132648
,,CCP(CC)N(C1CCCC1)P(C1=CC=CC=C1F)C1=CC=CC=C1F,162000,,,47.8,47.2742,21.6,21.3192,98.9,98.7,68.5934,,50,1MPa,2.4,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,0.2,10.1016/j.fuel.2024.132648
,,CCP(CC)N(C1CCCC1)P(C1=CC=CC=C1F)C1=CC=CC=C1F,161000,,,45.9,45.441,21.7,21.3962,99,98.6,66.8372,,50,1MPa,2.4,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,0.3,10.1016/j.fuel.2024.132648
,,CCP(CC)N(C1CCCC1)P(C1=CC=CC=C1F)C1=CC=CC=C1F,143000,,,45.3,44.8017,23.5,23.218,98.9,98.8,68.0197,,50,1MPa,2.4,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,0.5,10.1016/j.fuel.2024.132648
,,CCP(CC)N(C1CCCC1)P(C1=CC=CC=C1F)C1=CC=CC=C1F,127000,,,45.2,44.748,24.7,24.4036,99,98.8,69.1516,,50,1MPa,2.4,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,0.7,10.1016/j.fuel.2024.132648
,,CCP(CC)N(C1CCCC1)P(C1=CC=CC=C1F)C1=CC=CC=C1F,3548000,,,16.7,16.5831,68.4,67.6476,99.3,98.9,84.2307,,20,5MPa,1.2,CrCl3(THF)3,1,methylcyclohexane,200,MMAO-3A,1000,30,0.1,10.1016/j.fuel.2024.132648
,,CCP(CC)N(C1CCCC1)P(C1=CC=CC=C1F)C1=CC=CC=C1F,1587000,,,41.6,41.1424,48.1,47.5228,98.9,98.8,88.6652,,100,5MPa,1.2,CrCl3(THF)3,1,methylcyclohexane,200,MMAO-3A,1000,30,1.8,10.1016/j.fuel.2024.132648
3,,FC1=CC=CC=C1P(C1=CC=CC=C1)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,51000,,,47.8,47.5132,35.3,35.0529,99.4,99.3,82.5661,,50,1MPa,2.4,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,0.2,10.1016/j.fuel.2024.132648
4,,CCP(CC)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1F,47000,,,53.9,53.4688,29.6,29.2744,99.2,98.9,82.7432,,50,1MPa,2.4,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,0.1,10.1016/j.fuel.2024.132648
5,,FC1=CC=C(P(C2=CC=C(F)C=C2)N(C2CCCC2)P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,11000,,,30.3,29.8758,51.3,50.787,98.6,99,80.6628,,50,1MPa,2.4,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,0.1,10.1016/j.fuel.2024.132648
6,,C1=CC=C(P(C2=CC=CC=C2)N(C2CCCC2)P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,33000,,,27.7,27.3953,50,49.35,98.9,98.7,76.7453,,50,1MPa,2.4,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,0.3,10.1016/j.fuel.2024.132648
7,,CCP(CC)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,78000,,,36.3,35.574,35.9,35.6487,98,99.3,71.2227,,50,1MPa,2.4,CrCl3(THF)3,1,methylcyclohexane,20,MMAO-3A,500,30,0.5,10.1016/j.fuel.2024.132648
1,,C1=CC=C(P(CCNCCP(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C2)C=C1,,4680,,98,97.216,,,99.2,,,,100,40bar,40.2,CrCl3(THF)3,1,toluene,25,MAO,120,30,0.1,10.1021/om049168
2,,C1CCC(P(CCNCCP(C2CCCCC2)C2CCCCC2)C2CCCCC2)CC1,,315,,14,11.2,,,80,,,,100,40bar,42.3,CrCl3(THF)3,1,toluene,25,MAO,120,30,85.7,10.1021/om049168
3,,CCP(CC)CCNCCP(CC)CC,,9330,,98,97.216,,,99.2,,,,100,40bar,50,CrCl3(THF)3,1,toluene,25,MAO,100,30,0.2,10.1021/om049168
3,,CCP(CC)CCNCCP(CC)CC,,31600,,98,96.922,,,98.9,,,,100,40bar,10.8,CrCl3(THF)3,1,toluene,25,MAO,690,30,0.7,10.1021/om049168
3,,CCP(CC)CCNCCP(CC)CC,,27390,,97,96.224,,,99.2,,,,80,40bar,11,CrCl3(THF)3,1,toluene,25,MAO,680,30,0.4,10.1021/om049168
3,,CCP(CC)CCNCCP(CC)CC,,1590,,78,77.064,,,98.8,,,,50,40bar,13,CrCl3(THF)3,1,toluene,25,MAO,600,30,21.9,10.1021/om049168
3,,CCP(CC)CCNCCP(CC)CC,,26770,,93,92.349,,,99.3,,,,120,40bar,11.3,CrCl3(THF)3,1,toluene,25,MAO,660,30,0.2,10.1021/om049168
4,,CSCCNCC[SH](C)C,,41570,,94,93.718,,,99.7,,,,80,40bar,11,CrCl3(THF)3,1,toluene,25,MAO,600,30,0.11,10.1021/om049168
5,,CCSCCNCCSC,,40600,,94,93.718,,,99.7,,,,80,40bar,11,CrCl3(THF)3,1,toluene,25,MAO,600,30,0.66,10.1021/om049168
,,CCSCCNCCSC,,160840,,98.4,98.1048,,,99.7,,,,90,30bar,4.6,CrCl3(THF)3,1,toluene,100,MAO,280,30,0.16,10.1021/om049168
,,CCSCCNCCSC,,56260,,97.1,96.9058,,,99.8,,,,90,30bar,4.3,CrCl3(THF)3,1,toluene,100,MAO,120,30,0.38,10.1021/om049168
,,CCSCCNCCSC,,113950,,98,97.706,,,99.7,,,,90,50bar,12,CrCl3(THF)3,1,toluene,100,MAO,200,30,0.1,10.1021/om049168
,,CCSCCNCCSC,,7360,,99.8,,,,~100,,,,90,45bar,12,CrCl3(THF)3,1,toluene,100,MAO,50,30,1.92,10.1021/om049168
6,,CCCCSCCNCCSCCCC,,51510,,93,92.349,,,99.3,,,,80,40bar,11,CrCl3(THF)3,1,toluene,25,MAO,600,30,0.97,10.1021/om049168
7,,CCCCCCCCCCSCCNCCSCCCCCCCCCC,,142035,,97.2,96.9084,,,99.7,,,,90,45bar,12,CrCl3(THF)3,1,toluene,100,MAO,100,30,0.3,10.1021/om049168
7,,CCCCCCCCCCSCCNCCSCCCCCCCCCC,,82654,,97.4,97.1078,,,99.7,,,,90,45bar,12,CrCl3(THF)3,1,toluene,100,MAO,30,30,1.51,10.1021/om049168
7,,CCCCCCCCCCSCCNCCSCCCCCCCCCC,,85950,,98.7,98.5026,,,99.8,,,,90,45bar,8,CrCl3(THF)3,1,toluene,100,MAO,50,30,1.11,10.1021/om049168
8,,CN(CCP(C1=CC=CC=C1)C1=CC=CC=C1)CCP(C1=CC=CC=C1)C1=CC=CC=C1,,922,,40,,,,~100,,,,100,40bar,40.9,CrCl3(THF)3,1,toluene,25,MAO,120,30,30.6,10.1021/om049168
9,,C1=CC=C(CN(CCP(C2=CC=CC=C2)C2=CC=CC=C2)CCP(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,,194,,24,,,,~100,,,,100,40bar,41.5,CrCl3(THF)3,1,toluene,25,MAO,120,30,66.7,10.1021/om049168
10,,CCSCCCNCCSCC,,14770,,81,79.299,,,97.9,,,,80,40bar,10.7,CrCl3(THF)3,1,toluene,25,MAO,670,30,1.4,10.1021/om049168
11,,C1=CC=C(P(CCSCCP(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C2)C=C1,,5130,,26,21.476,,,82.6,,,,100,35bar,42,CrCl3(THF)3,1,toluene,25,MAO,120,30,6,10.1021/om049168
12,,CCP(CC)CCSCCP(CC)CC,,2360,,68,62.968,,,92.6,,,,100,35bar,51.5,CrCl3(THF)3,1,toluene,25,MAO,100,30,1.2,10.1021/om049168
12,,CCP(CC)CCSCCP(CC)CC,,11860,,26,23.4,,,90,,,,100,35bar,12,CrCl3(THF)3,1,toluene,25,MAO,620,30,14.9,10.1021/om049168
13,,CCSCCP(CCSCC)C1=CC=CC=C1,,7410,,40,26.88,,,67.2,,,,100,40bar,38,CrCl3(THF)3,1,toluene,25,MAO,130,30,4.4,10.1021/om049168
13,,CCSCCP(CCSCC)C1=CC=CC=C1,,20910,,24,21.336,,,88.9,,,,100,40bar,9.4,CrCl3(THF)3,1,toluene,25,MAO,790,30,7.8,10.1021/om049168
,,CCP(CC)N(CCSC)P(CC)CC,13833,,,25.9,,49.3,97.7,,,,11.1,80,30bar,0.36,Cr(AcAc)3,2,toluene,4,MAO,440,180,,10.1039/b702636f
,,CCSCCN(P(CC)CC)P(CC)CC,17866,,,18,,36.8,98.5,,,,24.3,80,30bar,0.36,Cr(AcAc)3,2,toluene,4,MAO,440,180,,10.1039/b702636f
,,CCP(CC)N(CCCSC)P(CC)CC,14660,,,26.7,,55.5,98.5,,,,4.9,80,30bar,0.36,Cr(AcAc)3,2,toluene,4,MAO,440,180,,10.1039/b702636f
,,CSCCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,18600,,,9.2,,33.3,97,,,,62.4,80,30bar,0.36,Cr(AcAc)3,2,toluene,4,MAO,440,60,,10.1039/b702636f
,,CCOCCCN(P(CC)CC)P(CC)CC,20340,,,17.3,,35.3,97.8,,,,26.9,80,30bar,0.36,Cr(AcAc)3,2,toluene,4,MAO,440,180,,10.1039/b702636f
,,CCCCOCCCN(P(CC)CC)P(CC)CC,16290,,,17.9,,37.8,97.5,,,,26.4,80,30bar,0.36,Cr(AcAc)3,2,toluene,4,MAO,440,180,,10.1039/b702636f
,,CCP(CC)N(CCC1=CC=NC=C1)P(CC)CC,10180,,,11.7,,19.3,96.2,,,,23.4,80,30bar,0.36,CrCl3(THF)3,2,toluene,4,MAO,440,180,,10.1039/b702636f
,,CN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,16,,,42,,,58,94,,,,25,6.896bar,1000,Cr(C6H4(CH2)OCH2C6H5)3,1,chlorobenzene,7.5,Brønsted,1,45,,10.1021/jacs.9b01387
,,CN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,83,,,42,,,58,91,,,,25,6.896bar,1000,Cr(C6H4(CH2)2OCH2C6H5)3,1,chlorobenzene,7.5,Brønsted,1,45,,10.1021/jacs.9b01387
,,CN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,45,,,72,,,26,98,,,,25,6.896bar,1000,Cr(C6H4OCH3)3,1,chlorobenzene,7.5,Brønsted,1,45,,10.1021/jacs.9b01387
,,CN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,2000,,,48,,,45,92,,,,25,6.896bar,1000,Cr(C6H4(CH2)2OCH3)3,1,chlorobenzene,7.5,Brønsted,1,45,,10.1021/jacs.9b01387
,,CN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,4533,,,47,,,38,93,,,,25,6.896bar,1000,Cr(C6H4(CH2)2OCH3)2,1,chlorobenzene,7.5,Brønsted,1,45,,10.1021/jacs.9b01387
,,CN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,6933,,,43,,,41,89,,,,25,6.896bar,1000,CrCl3(THF)3,1,chlorobenzene,7.5,MMAO,300,45,,10.1021/jacs.9b01387
1,,CC(C)N(P(OC1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,58400,,,,33.8,,49.8,82.7,98.2,,,60,35bar,7.5,Cr(AcAc)3,1.6,methylcyclohexane,25,MMAO-3A,400,30,8.3,10.1039/c5dt00801h
1,,CC(C)N(P(OC1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,16200,,,,31.4,,47.3,81.7,99.5,,,60,35bar,7.5,CrCl3(THF)3,1.6,methylcyclohexane,25,MMAO-3A,400,30,23.2,10.1039/c5dt00801h
1,,CC(C)N(P(OC1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,10200,,,,17.8,,61.3,67.2,97.7,,,60,35bar,7.5,Cr(AcAc)3,1.6,toluene,25,MMAO-3A,400,30,11.3,10.1039/c5dt00801h
1,,CC(C)N(P(OC1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,78500,,,,51.2,,25.2,88.8,97.9,,,60,35bar,7.5,Cr(AcAc)3,1.6,chlorobenzene,25,MMAO-3A,400,30,3.4,10.1039/c5dt00801h
,,CC(C)N(P(OC1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,73300,,,,23.8,,54,70.7,99.7,,,40,35bar,7.5,Cr(AcAc)3,1.6,methylcyclohexane,25,MMAO-3A,400,30,7.3,10.1039/c5dt00801h
,,CC(C)N(P(OC1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,54200,,,,33,,47.8,82,97.7,,,80,35bar,7.5,Cr(AcAc)3,1.6,methylcyclohexane,25,MMAO-3A,400,30,2.9,10.1039/c5dt00801h
,,CC(C)N(P(OC1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,84500,,,,35.5,,43.8,76.2,98,,,40,35bar,7.5,Cr(AcAc)3,1.6,methylcyclohexane,25,MMAO-3A,600,30,4.3,10.1039/c5dt00801h
2,,CC1=CC=CC(C)=C1OP(C1=CC=CC=C1)N(C(C)C)P(C1=CC=CC=C1)C1=CC=CC=C1,49900,,,,41.7,,30.9,75.9,97.1,,,60,35bar,7.5,Cr(AcAc)3,1.6,methylcyclohexane,25,MMAO-3A,400,30,19.8,10.1039/c5dt00801h
3,,COC1=C(OP(C2=CC=CC=C2)N(C(C)C)P(C2=CC=CC=C2)C2=CC=CC=C2)C=CC=C1,24000,,,,21.1,,58.3,72.9,97.4,,,60,35bar,7.5,Cr(AcAc)3,1.6,methylcyclohexane,25,MMAO-3A,400,30,7.4,10.1039/c5dt00801h
3,,COC1=C(OP(C2=CC=CC=C2)N(C(C)C)P(C2=CC=CC=C2)C2=CC=CC=C2)C=CC=C1,120700,,,,45.6,,40.3,88.4,99.1,,,60,35bar,7.5,Cr(AcAc)3,1.6,chlorobenzene,25,MMAO-3A,400,30,5.1,10.1039/c5dt00801h
4,,CC(C)N(P(OC1=C(Cl)C=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,22000,,,,25.6,,54.6,75.1,98.3,,,60,35bar,7.5,Cr(AcAc)3,1.6,methylcyclohexane,25,MMAO-3A,400,30,7.9,10.1039/c5dt00801h
4,,CC(C)N(P(OC1=C(Cl)C=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,135900,,,,45,,38.1,91.2,98.7,,,60,35bar,7.5,Cr(AcAc)3,1.6,chlorobenzene,25,MMAO-3A,400,30,4.9,10.1039/c5dt00801h
,,CC(C)N(P(OC1=C(Cl)C=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,231100,,,,43.7,,40.1,88.3,98.9,,,40,35bar,3.5,Cr(AcAc)3,2,chlorobenzene,25,MMAO-3A,800,30,4.4,10.1039/c5dt00801h
,,CC(C)N(P(OC1=C(Cl)C=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,234100,,,,42.7,,39.1,88,98.7,,,40,35bar,3.5,Cr(AcAc)3,2,chlorobenzene,25,MMAO-3A,1200,30,12.2,10.1039/c5dt00801h
5,,C1=CC=C(OP(C2=CC=CC=C2)N(C2CCCCC2)P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,115600,,,,31.9,,47,84.7,99.7,,,60,35bar,7.5,Cr(AcAc)3,1.6,methylcyclohexane,25,MMAO-3A,400,30,8.9,10.1039/c5dt00801h
5,,C1=CC=C(OP(C2=CC=CC=C2)N(C2CCCCC2)P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,158200,,,,44.5,,37.8,91.5,99.1,,,60,35bar,7.5,Cr(AcAc)3,1.6,chlorobenzene,25,MMAO-3A,400,30,3.3,10.1039/c5dt00801h
,,C1=CC=C(OP(C2=CC=CC=C2)N(C2CCCCC2)P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,77100,,,,25.5,,55,79.8,98.6,,,40,35bar,7.5,Cr(AcAc)3,1.6,methylcyclohexane,25,MMAO-3A,400,30,15.7,10.1039/c5dt00801h
,,C1=CC=C(OP(C2=CC=CC=C2)N(C2CCCCC2)P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,58800,,,,32.5,,48.1,85.1,99.8,,,80,35bar,7.5,Cr(AcAc)3,1.6,methylcyclohexane,25,MMAO-3A,400,30,18.5,10.1039/c5dt00801h
,,C1=CC=C(OP(C2=CC=CC=C2)N(C2CCCCC2)P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,212100,,,,39.7,,40,89.9,98.8,,,40,35bar,7.5,Cr(AcAc)3,1.6,chlorobenzene,25,MMAO-3A,400,30,2.1,10.1039/c5dt00801h
,,C1=CC=C(OP(C2=CC=CC=C2)N(C2CCCCC2)P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,16300,,,,37.1,,39.9,78.3,96.9,,,20,35bar,7.5,Cr(AcAc)3,1.6,chlorobenzene,25,MMAO-3A,400,30,12.1,10.1039/c5dt00801h
